@RELATION results
@ATTRIBUTE symbol {accident,bomb,car,casualty,electricity,fire,firebrigade,flood,gas,injury,paramedics,person,police,roadblock}
@ATTRIBUTE size {small,medium,large}
@ATTRIBUTE mean_gray NUMERIC
@ATTRIBUTE center_of_mass_X NUMERIC
@ATTRIBUTE center_of_mass_Y NUMERIC
@DATA
accident,large,248.406952,84.764951,142.777646
accident,large,249.489954,89.820951,151.246570
accident,large,250.446893,101.348246,112.748246
accident,small,247.088541,99.242785,144.795958
accident,small,247.503048,112.375922,133.272216
accident,small,249.753086,87.098747,131.812736
accident,small,249.881324,117.099933,119.375418
accident,small,249.545801,121.562454,92.617886
accident,medium,249.202004,95.488306,127.496575
accident,medium,249.410329,106.746923,94.293452
accident,medium,249.126069,102.132202,90.231824
accident,medium,248.412114,85.016388,115.780716
accident,medium,249.041934,101.477013,119.905727
accident,small,250.478270,72.589130,128.581148
accident,small,250.033786,92.695155,100.991323
accident,small,249.873507,108.958040,100.868988
accident,small,250.074326,73.094583,116.142809
accident,small,250.841335,99.343165,118.408576
accident,medium,251.139466,104.741016,129.912268
accident,medium,249.873507,108.219139,147.049123
accident,medium,250.051059,88.506480,178.497408
accident,medium,249.932981,88.363042,138.387701
accident,medium,250.159020,89.801155,130.009674
accident,large,250.186675,91.522145,141.472416
accident,large,250.459890,93.801698,130.596938
accident,large,249.783156,67.515856,158.516582
accident,large,247.162836,120.265764,119.965196
accident,large,249.942319,118.963689,135.031330
accident,medium,249.560343,112.294629,87.818720
accident,medium,248.898034,107.142497,160.203567
accident,medium,249.148504,119.975902,146.888497
accident,medium,247.671277,83.067222,165.232125
accident,medium,248.097298,104.913082,107.250896
accident,medium,248.729508,96.081897,135.665948
accident,medium,248.419854,71.909116,148.060821
accident,medium,249.288606,71.405002,138.559769
accident,medium,249.454667,110.669091,143.002682
accident,medium,249.963823,103.811388,127.251483
accident,medium,250.862540,75.271769,133.382483
accident,medium,250.668524,104.210860,135.741178
accident,medium,250.446893,98.493673,136.828005
accident,medium,250.703407,55.971710,162.300533
accident,medium,247.368126,87.745651,149.599032
accident,medium,254.217237,126.275210,176.549720
accident,medium,253.636663,105.014286,128.185154
accident,medium,253.688272,125.669877,143.615556
accident,medium,253.355170,118.771605,120.273405
accident,medium,253.009196,119.525024,118.069728
accident,small,252.408667,109.938322,126.925754
accident,small,252.432453,110.434253,129.952832
accident,small,252.703400,116.392222,133.507593
accident,small,251.980348,101.507606,137.293019
accident,small,251.959371,99.338697,145.906769
accident,medium,248.221670,121.363645,140.663946
accident,medium,250.828274,123.017083,128.452363
accident,medium,251.225677,110.261661,132.065415
accident,medium,251.066948,119.546943,123.307900
accident,medium,250.815424,122.449342,126.577361
accident,medium,251.356777,117.695370,88.076389
accident,medium,251.034710,113.166263,96.360775
accident,medium,251.406991,136.233333,102.772263
accident,medium,251.305832,103.672881,118.490175
accident,medium,251.048621,104.985386,128.120782
accident,large,249.940274,131.374767,118.831355
accident,large,249.581850,119.686906,147.347657
accident,large,249.413327,113.585885,126.916938
accident,large,249.407745,115.058807,95.281396
accident,large,250.046741,109.314284,133.503748
accident,large,249.321862,141.115821,104.678460
accident,large,251.005436,113.726674,110.921515
accident,large,249.817863,93.864822,109.531807
accident,large,249.924414,132.536797,124.840445
accident,large,249.165778,127.195835,109.050579
accident,medium,251.723356,112.377286,124.936764
accident,medium,251.542198,114.729669,111.540849
accident,medium,251.236845,121.965221,110.980414
accident,medium,251.749473,124.928469,123.340242
accident,medium,251.312046,102.647552,119.927901
accident,small,252.661258,106.161542,127.412210
accident,small,252.465071,102.389177,126.069681
accident,small,252.590306,112.093073,127.191927
accident,small,252.611161,92.510101,118.327441
accident,small,253.043743,132.753012,128.342901
accident,medium,251.749582,103.218739,135.780081
accident,medium,251.426078,120.798835,137.114434
accident,medium,251.176634,120.400388,129.121044
accident,medium,251.382616,120.608718,114.667849
accident,medium,251.709927,100.222582,127.802210
accident,medium,251.911485,107.917252,132.938180
accident,medium,251.359346,122.430072,131.291278
accident,medium,250.892785,119.200307,137.470709
accident,medium,251.566159,121.693609,139.492142
accident,medium,251.920664,125.806527,119.953186
accident,medium,252.051679,103.323367,153.791805
accident,medium,252.183010,102.478261,129.141304
accident,medium,252.075491,110.200769,143.652051
accident,medium,252.095099,117.221885,115.537023
accident,medium,251.553879,112.661750,139.086529
accident,medium,248.897237,102.000518,124.836571
accident,medium,248.428456,133.206219,131.435897
accident,medium,247.265661,123.428464,131.701032
accident,medium,245.615520,118.917920,160.273289
accident,medium,247.082321,118.376982,157.169201
accident,medium,245.080218,121.069318,115.910639
accident,medium,246.884487,128.130851,113.914902
accident,medium,246.825179,146.119048,89.702194
accident,medium,247.100033,133.148321,107.472627
accident,medium,246.510322,106.193677,129.553021
accident,large,245.555080,126.485452,135.460028
accident,large,246.272418,137.944333,122.198684
accident,large,245.369095,109.513849,104.582184
accident,large,245.127236,129.051921,137.158599
accident,large,244.933065,108.354880,108.658809
accident,small,250.416751,103.655117,130.148148
accident,small,250.642687,135.304643,136.261694
accident,small,250.243087,85.825550,130.148487
accident,small,250.262787,78.470616,126.210072
accident,small,250.143353,77.783145,142.761509
accident,medium,247.718308,85.742600,120.550740
accident,medium,247.834952,110.395398,125.239131
accident,medium,247.879808,105.671544,119.338298
accident,medium,248.925728,134.594324,138.863328
accident,medium,248.061932,94.670603,114.756212
accident,medium,247.037140,106.516145,153.017066
accident,medium,248.183313,74.568826,156.491242
accident,medium,249.258749,102.163205,172.030980
accident,medium,248.528093,126.021285,156.633403
accident,medium,247.806091,107.339257,97.318525
accident,large,244.171538,81.012920,117.779754
accident,large,244.239526,119.468260,127.873838
accident,large,240.594837,96.353751,156.487813
accident,large,244.411943,93.651639,141.627049
accident,large,244.191729,133.933735,137.408154
accident,small,248.874335,116.579118,111.655642
accident,small,250.642687,109.387493,159.135120
accident,small,250.685871,97.982549,142.318295
accident,small,250.195902,118.506039,150.534756
accident,small,250.936341,94.817322,160.634955
accident,medium,247.747683,127.753337,176.033662
accident,medium,247.477265,108.005577,174.754092
accident,medium,246.986532,148.437379,156.034138
accident,medium,247.183170,121.996252,166.416699
accident,medium,246.917151,149.481798,189.218222
accident,medium,248.514916,118.402954,116.241105
accident,medium,248.629770,95.653636,144.105652
accident,medium,247.896034,134.407647,116.278191
accident,medium,248.888430,140.648295,112.712216
accident,medium,248.885078,77.082655,125.754495
accident,medium,250.339884,121.223677,149.999776
accident,medium,248.695031,69.639330,180.641975
accident,medium,248.716659,144.701688,173.234064
accident,medium,249.200554,106.919416,157.697570
accident,medium,249.132997,83.086251,122.109199
accident,medium,252.237339,136.612495,119.290520
accident,medium,252.270741,120.989970,139.600886
accident,medium,252.329235,127.272638,120.933921
accident,medium,252.645366,108.446069,127.054906
accident,medium,252.615039,93.559162,126.089249
accident,medium,251.430885,140.182381,109.264286
accident,medium,251.920435,99.393661,119.407975
accident,medium,252.167615,93.614719,118.524892
accident,medium,251.335988,105.079872,135.075917
accident,medium,250.875283,101.572212,129.230107
accident,large,248.954668,160.394671,108.009050
accident,large,248.531674,102.300622,114.656833
accident,large,249.800395,118.175433,133.430638
accident,large,249.277652,120.122881,137.343321
accident,large,247.628410,128.920969,116.577034
accident,medium,251.451763,103.148148,86.229113
accident,medium,251.249107,81.909677,87.525090
accident,medium,251.420839,121.799175,92.261119
accident,medium,250.560335,105.277035,104.614827
accident,medium,250.832823,97.573351,103.791667
accident,medium,250.134395,78.096731,100.639703
accident,medium,250.708311,123.743102,104.865318
accident,medium,250.558402,108.195028,110.964631
accident,medium,250.768693,130.175209,113.506357
accident,medium,251.057191,101.161914,114.274521
accident,medium,250.577519,98.399647,104.013757
accident,medium,252.099364,126.383562,110.241203
accident,medium,251.728254,90.618156,100.848223
accident,medium,250.802679,104.230550,107.543897
accident,medium,251.029545,123.136290,114.365874
accident,medium,249.965764,124.266041,105.199572
accident,medium,250.759462,117.789899,111.976125
accident,medium,249.891277,105.310935,95.533762
accident,medium,249.646442,142.067221,116.672761
accident,medium,249.610578,123.660934,121.942159
accident,small,252.849836,95.716346,110.725427
accident,small,253.404422,97.538980,101.200590
accident,small,253.215189,95.185342,113.105004
accident,small,252.909766,105.951083,99.077219
accident,small,253.233755,96.758333,105.503030
accident,large,247.247027,97.580014,127.405175
accident,large,248.049990,170.201594,128.769573
accident,large,248.974651,77.625202,137.065344
accident,large,248.389526,121.707960,128.211689
accident,large,248.096623,160.048976,130.342079
accident,small,253.263826,116.467967,99.688951
accident,small,253.570594,104.525847,102.016934
accident,small,252.823503,95.592222,113.393704
accident,small,252.935500,105.463636,105.407576
accident,small,253.073972,96.580423,103.863950
accident,medium,251.176529,86.510671,116.579268
accident,medium,251.046678,112.035412,146.271747
accident,medium,251.477687,102.705650,111.304802
accident,medium,252.061728,126.042747,121.531700
accident,medium,251.387371,106.694203,124.086957
accident,medium,249.873334,110.769385,122.760036
accident,medium,250.321141,120.521006,123.408675
accident,medium,249.182953,116.334469,126.477840
accident,medium,250.195902,121.958470,124.804868
accident,medium,250.862927,122.629834,120.781419
accident,medium,248.707670,123.010831,102.075008
accident,medium,248.847395,126.302501,124.088540
accident,medium,249.692378,100.087753,120.493608
accident,medium,250.154620,112.838760,127.984496
accident,medium,250.217070,111.529470,145.878820
accident,large,243.305869,158.282614,101.174255
accident,large,241.758619,125.781320,147.741934
accident,large,243.347933,122.235800,150.648166
accident,large,242.784249,148.191542,120.163626
accident,large,243.369740,140.363440,152.974812
accident,medium,247.560474,125.833562,127.500528
accident,medium,247.310261,120.684728,121.521650
accident,medium,247.469389,126.733804,131.497039
accident,medium,247.705754,125.330017,128.542636
accident,medium,248.118304,123.534876,137.227358
accident,medium,250.390363,112.261729,130.371720
accident,medium,249.301508,125.293506,124.699567
accident,medium,248.983252,132.213812,127.698022
accident,medium,249.139010,123.469726,134.999699
accident,medium,248.492967,135.407833,104.594229
accident,small,251.171946,110.035342,125.551133
accident,small,250.789442,128.541953,107.091915
accident,small,250.208397,132.980186,117.069930
accident,small,250.617389,109.100862,137.587440
accident,small,251.033314,115.608968,139.637470
accident,medium,250.155389,115.499294,133.211200
accident,medium,251.427876,106.278266,123.589068
accident,medium,250.836805,121.926120,109.872199
accident,medium,251.442456,131.213820,110.437129
accident,medium,250.965898,101.428824,123.806167
accident,small,251.714117,113.664681,105.696752
accident,small,252.315835,121.364346,118.777397
accident,small,252.240512,113.022479,116.501606
accident,small,252.481481,92.657516,126.792157
accident,small,252.606367,109.119109,127.859469
accident,medium,251.277716,119.777778,121.150571
accident,medium,250.117335,111.740624,115.635327
accident,medium,249.284767,101.368456,104.554009
accident,medium,249.357227,132.945063,123.915246
accident,medium,249.449546,106.476883,130.170805
accident,large,249.010840,126.427398,123.329176
accident,large,248.647332,93.252880,138.970162
accident,large,245.279010,146.217551,77.535576
accident,large,244.566138,126.077636,142.182786
accident,large,244.024489,118.200456,129.338840
accident,medium,249.300913,128.279502,114.115606
accident,medium,248.988721,107.609168,122.026227
accident,medium,249.310785,132.428756,108.655384
accident,medium,247.889897,133.365492,144.949426
accident,medium,249.618661,113.937028,137.369633
accident,medium,251.128934,128.100540,131.990242
accident,medium,250.733302,130.985747,126.635489
accident,medium,249.397510,132.426374,164.166667
accident,medium,250.367359,110.557751,142.404405
accident,medium,250.373176,91.032738,145.218452
accident,large,241.703553,129.536099,153.792059
accident,large,240.631198,126.262791,154.358336
accident,large,242.423064,90.046356,147.295284
accident,large,241.820610,124.806364,147.881552
accident,large,242.433425,118.614644,106.355684
accident,medium,249.170278,116.621326,138.579656
accident,medium,248.025589,91.344689,127.693387
accident,medium,247.437506,115.287425,142.186822
accident,medium,248.157278,125.979011,131.447943
accident,medium,247.606550,97.903592,122.378702
accident,small,253.248085,102.037787,150.275304
accident,small,253.543006,119.286932,147.220833
accident,small,252.948737,114.561683,153.148779
accident,small,251.860347,121.336905,142.894643
accident,small,252.583413,115.884685,144.970871
accident,medium,248.831677,95.184085,143.564723
accident,medium,248.903173,99.724719,150.544007
accident,medium,249.610578,113.141565,126.989356
accident,medium,249.181471,122.825193,152.803342
accident,medium,248.187685,116.166276,130.424668
accident,medium,250.442681,112.881925,123.283902
accident,medium,250.075643,110.842203,140.977565
accident,medium,249.722857,116.065210,138.152219
accident,medium,250.057193,108.270766,143.881338
accident,medium,250.776416,101.479465,141.735435
accident,medium,248.533763,99.992982,172.900135
accident,medium,248.840415,122.925533,146.618022
accident,medium,248.944546,88.595251,157.962842
accident,medium,248.873950,104.405632,116.534754
accident,medium,248.100959,123.263823,142.191153
accident,medium,249.583417,99.733969,123.871754
accident,medium,248.892267,108.256010,144.262936
accident,medium,250.365661,109.467530,148.013528
accident,medium,249.151807,128.886274,143.233413
accident,medium,249.650887,90.486111,142.315476
accident,medium,250.256131,136.540453,160.226537
accident,medium,250.436905,104.887016,134.793383
accident,medium,249.696947,129.387302,163.048591
accident,medium,249.330774,111.661684,141.907709
accident,medium,250.582228,97.946804,163.249543
accident,small,253.507489,97.071310,122.490879
accident,small,253.920227,117.898210,137.425056
accident,small,253.428059,115.132003,152.303104
accident,small,252.395932,93.557387,137.884071
accident,small,252.393888,99.736216,138.179312
accident,large,245.088188,132.132675,118.500595
accident,large,243.935950,148.072388,138.618019
accident,large,244.179316,122.291799,140.931480
accident,large,244.488510,123.541111,115.729133
accident,large,244.506173,118.403192,165.618710
accident,medium,252.973947,111.602350,129.324366
accident,medium,253.173266,99.937824,128.657743
accident,medium,251.503491,123.102730,115.891523
accident,medium,251.856118,106.134321,115.647706
accident,medium,251.409550,123.633600,120.573082
accident,small,253.020193,101.094621,137.046338
accident,small,253.103370,104.197531,137.528076
accident,small,253.218221,112.202102,124.574174
accident,small,252.027463,113.237966,117.772892
accident,small,252.539972,110.565585,118.088546
accident,medium,252.142965,100.314689,131.693037
accident,medium,251.765016,105.955204,123.882176
accident,medium,251.912258,89.654472,118.136179
accident,medium,251.749055,88.518347,111.819621
accident,medium,251.683432,119.638030,144.365788
accident,large,246.145833,110.334223,157.231412
accident,large,246.678211,117.060143,188.613999
accident,large,247.814519,93.843866,93.895911
accident,large,246.578061,150.711287,147.712670
accident,large,248.050561,148.258569,128.446983
accident,medium,252.154722,81.168048,121.681860
accident,medium,251.519272,86.912874,118.838584
accident,medium,251.572303,102.384643,127.124609
accident,medium,251.697657,89.970938,118.019258
accident,medium,251.516393,95.028902,121.363006
accident,medium,252.545606,88.163652,129.368648
accident,medium,252.408888,105.645351,138.826757
accident,medium,252.430480,113.752740,117.003742
accident,medium,252.250189,84.354049,122.132768
accident,medium,252.253467,100.330062,132.085049
accident,small,253.191308,93.229663,137.940476
accident,small,253.258197,111.337767,125.963547
accident,small,253.134431,102.188406,117.036836
accident,small,253.243890,105.042506,113.633110
accident,small,252.858050,107.195842,129.255653
accident,medium,251.282000,131.285599,136.967638
accident,medium,251.696332,82.153344,130.161501
accident,medium,251.383070,86.672970,118.729700
accident,medium,251.825993,126.481535,128.646043
accident,medium,251.912258,114.300538,133.422312
accident,medium,252.544024,83.577713,142.470186
accident,medium,252.587726,113.300039,142.442509
accident,medium,252.437164,114.289557,106.564346
accident,medium,252.503895,85.326718,114.360305
accident,medium,252.108755,93.517876,138.508938
accident,large,247.726839,168.510963,162.977757
accident,large,248.284814,61.436023,112.394620
accident,large,248.837027,137.772184,128.219934
accident,large,248.844680,130.869268,143.169290
accident,large,248.975766,135.726454,132.249077
accident,medium,251.574576,83.605404,133.402087
accident,medium,252.015902,95.181346,137.854128
accident,medium,251.734286,92.876140,146.822301
accident,medium,251.813143,107.937888,127.208991
accident,medium,251.851852,108.516033,124.669092
accident,medium,250.874676,111.290282,100.777638
accident,medium,248.660978,109.947657,105.742663
accident,medium,250.699745,124.291904,112.062143
accident,medium,249.842840,139.007382,141.254468
accident,medium,249.942319,132.067606,126.580104
accident,large,246.255867,98.465793,84.470015
accident,large,245.492461,80.695759,124.409569
accident,large,245.044550,137.836992,72.657053
accident,large,244.596051,121.616780,209.528534
accident,large,244.869103,96.396212,81.146631
accident,medium,249.250329,110.293132,134.647404
accident,medium,249.715530,100.900433,121.528345
accident,medium,250.024390,112.227111,125.927467
accident,medium,250.023465,114.864056,129.016265
accident,medium,249.424808,89.344230,141.332216
accident,medium,250.238135,101.404955,127.378242
accident,medium,250.713465,87.377805,126.895290
accident,medium,250.004935,134.490196,128.228992
accident,medium,248.073688,112.706693,121.897748
accident,medium,247.100033,117.387500,127.473214
accident,medium,249.833587,102.337115,119.023269
accident,medium,250.738954,124.143048,119.634538
accident,medium,250.386345,133.695367,134.878219
accident,medium,250.172314,103.045173,133.153431
accident,medium,251.062814,112.626657,148.782116
accident,medium,249.452983,100.152778,102.762897
accident,medium,247.662922,114.796929,85.104938
accident,medium,247.775737,115.584409,154.972939
accident,medium,248.857272,135.118246,135.037270
accident,medium,246.448330,96.741272,97.592269
accident,small,252.348569,112.609375,123.357537
accident,small,252.455782,118.330062,125.192090
accident,small,252.244396,111.521739,129.983092
accident,small,252.102514,113.243379,119.171233
accident,small,251.877551,105.106478,123.386012
accident,medium,251.520642,135.555836,128.208597
accident,medium,250.720755,97.060845,129.967170
accident,medium,251.312231,98.838724,129.788942
accident,medium,250.862224,107.623404,124.403310
accident,medium,249.316296,137.427357,124.427083
accident,medium,247.446144,114.147483,107.551697
accident,medium,248.421013,96.036934,112.869806
accident,medium,249.584575,114.330749,106.974160
accident,medium,248.887573,106.327496,121.140558
accident,medium,248.353797,95.731738,116.362911
accident,large,247.331434,84.146052,80.946324
accident,large,247.027518,117.347938,85.513561
accident,large,247.414589,94.610846,92.877937
accident,large,247.071807,116.049580,138.345164
accident,large,246.914592,119.286316,104.063986
accident,small,251.860383,117.817994,97.544984
accident,small,250.286379,116.772287,96.619574
accident,small,251.526387,111.128889,117.547778
accident,small,252.417234,116.452599,132.598683
accident,small,252.565776,105.986133,134.721873
accident,medium,249.696998,123.750538,124.486305
accident,medium,250.400854,103.544254,135.017744
accident,medium,249.993928,115.780612,118.437831
accident,medium,250.512546,83.725659,116.724227
accident,medium,250.305848,80.099832,119.214405
accident,medium,248.452022,84.805895,142.127626
accident,medium,248.967129,120.540063,139.898069
accident,medium,249.329145,142.463979,76.949048
accident,medium,249.096353,93.942029,119.836957
accident,medium,248.574681,111.516675,130.784362
accident,medium,248.759071,104.884152,113.938868
accident,medium,247.136107,60.358178,132.646308
accident,medium,249.951735,127.223044,132.533453
accident,medium,249.877299,107.130138,160.398133
accident,medium,250.097146,101.804018,114.315113
accident,large,245.552265,137.461072,106.768298
accident,large,246.759272,121.809324,115.420513
accident,large,249.271245,90.486285,148.570331
accident,large,245.471062,121.689587,105.213116
accident,large,248.472411,151.458402,90.944048
accident,small,250.465918,106.292228,112.412435
accident,small,250.951907,96.094456,109.183436
accident,small,251.152392,67.134058,134.698240
accident,small,250.701201,131.157895,113.436625
accident,small,250.005879,90.760324,110.865049
accident,medium,247.283198,104.692658,151.518380
accident,medium,246.943446,125.240221,131.386877
accident,medium,246.041540,131.676473,127.136849
accident,medium,246.477909,132.558892,127.710282
accident,medium,246.737856,127.624218,139.117516
accident,small,247.238123,84.779101,119.147487
accident,small,249.502791,113.438445,132.214070
accident,small,249.294627,119.087171,131.149485
accident,small,249.610510,112.973400,142.960415
accident,small,249.736443,113.295257,138.581049
accident,medium,247.612205,76.131955,122.416004
accident,medium,248.793755,134.252747,142.102462
accident,medium,248.388257,118.047300,143.496522
accident,medium,249.158587,103.462795,152.259861
accident,medium,249.581056,95.231023,115.301568
accident,medium,248.388499,98.382070,120.970713
accident,medium,248.806290,122.500479,111.633976
accident,medium,248.378292,87.330449,107.755347
accident,medium,250.168243,68.427234,174.188336
accident,medium,248.550351,96.122570,118.390040
accident,medium,248.409365,93.914739,142.760961
accident,medium,248.114501,102.641640,99.096224
accident,medium,247.500252,108.017513,149.060213
accident,medium,247.331817,90.668772,100.619415
accident,medium,247.168336,103.611200,129.596744
accident,large,247.663924,107.795429,91.507323
accident,large,247.659059,110.090892,149.411373
accident,large,248.068334,138.355776,123.283451
accident,large,247.117459,137.741338,145.128761
accident,large,248.763773,135.018178,142.329792
accident,medium,250.063228,135.758892,123.894541
accident,medium,250.337988,114.596201,116.145177
accident,medium,250.130089,124.993483,128.613828
accident,medium,250.594512,129.585094,128.235271
accident,medium,249.881668,153.641079,126.753343
accident,large,245.223911,95.426914,157.072643
accident,large,245.908788,120.279808,130.877258
accident,large,245.241816,97.041680,149.574288
accident,large,246.808312,133.486547,122.786539
accident,large,245.052526,115.418539,133.739174
accident,medium,246.871519,122.835861,145.361638
accident,medium,247.416910,116.933476,147.464201
accident,medium,248.039925,131.892493,140.297626
accident,medium,247.212865,130.488549,148.248047
accident,medium,247.065908,122.789693,152.402127
accident,small,251.632138,116.017515,123.152250
accident,small,252.218871,116.944549,129.132771
accident,small,252.103460,102.895805,126.315693
accident,small,251.691220,111.031771,133.925760
accident,small,251.915424,118.960784,129.745098
accident,large,244.973766,122.335526,143.970163
accident,large,245.745968,140.519716,137.004328
accident,large,245.474438,127.542649,102.662738
accident,large,245.409980,132.026837,143.625236
accident,large,246.447122,171.044476,97.601845
accident,medium,248.747622,133.784790,127.743498
accident,medium,248.759504,132.336497,132.628496
accident,medium,248.776291,110.276037,126.466920
accident,medium,248.988098,139.900694,132.165741
accident,medium,248.864422,117.918195,147.207261
accident,medium,249.745556,159.540046,99.000763
accident,medium,249.300896,146.086232,141.568116
accident,medium,249.850783,127.494763,145.544896
accident,medium,249.177567,71.873991,143.152537
accident,medium,249.144350,102.055968,147.206210
accident,medium,249.509378,132.747086,108.696970
accident,medium,248.993003,131.601307,125.554248
accident,medium,247.828988,117.631634,145.281934
accident,medium,249.231360,129.907547,109.133333
accident,medium,249.520906,146.814944,121.996235
accident,small,252.529629,126.270936,130.791281
accident,small,252.168352,110.285057,110.626437
accident,small,252.216028,113.402654,137.372209
accident,small,252.189375,137.667593,135.211724
accident,small,251.524948,110.649685,150.800055
accident,medium,249.371598,145.745554,123.395409
accident,medium,249.735883,122.644029,131.165725
accident,medium,249.520846,125.973871,137.378760
accident,medium,248.059570,126.308488,133.264324
accident,medium,248.773084,122.532326,134.692695
accident,medium,248.566456,153.187068,109.592906
accident,medium,248.517201,142.935414,148.679141
accident,medium,248.079633,96.388362,154.666140
accident,medium,248.357392,148.925110,116.781938
accident,medium,249.092088,139.783172,126.244876
accident,medium,249.454110,110.750367,103.910609
accident,medium,249.830271,107.679012,116.508642
accident,medium,250.073185,115.294282,125.975304
accident,medium,249.209566,115.361252,121.046987
accident,medium,250.665480,119.219127,110.373259
accident,large,245.156722,103.288458,127.858100
accident,large,244.656258,115.608838,110.605565
accident,large,245.808418,116.734683,125.898794
accident,large,246.426929,165.217575,91.016234
accident,large,246.673609,104.868852,142.871918
accident,medium,249.732450,130.204124,127.080702
accident,medium,250.027294,111.274947,129.573571
accident,medium,249.339495,111.132401,133.203980
accident,medium,249.239693,120.464596,134.808284
accident,medium,249.795918,107.571105,127.655075
accident,large,244.181075,133.091326,128.931944
accident,large,244.343590,90.875240,160.498294
accident,large,244.630895,93.520679,172.368080
accident,large,246.348991,101.972203,131.364307
accident,large,245.727586,83.208213,131.572887
accident,small,252.513048,100.216352,125.824738
accident,small,252.703400,111.336743,113.245098
accident,small,252.445355,92.977447,117.701398
accident,small,252.628224,122.557652,100.928721
accident,small,252.072093,81.142049,120.061211
accident,medium,249.104687,111.363898,139.632147
accident,medium,249.307730,106.318771,130.950928
accident,medium,250.065843,88.018750,143.195265
accident,medium,249.868053,91.997556,137.471556
accident,medium,249.701477,100.339155,139.352676
accident,medium,249.964990,135.160122,104.817190
accident,medium,248.862182,100.313282,124.315489
accident,medium,249.003527,88.702991,106.946581
accident,medium,249.245073,93.311530,130.189943
accident,medium,248.346742,85.855812,127.383521
accident,medium,248.915677,102.170249,141.017059
accident,medium,250.120107,95.825407,131.199349
accident,medium,249.997313,160.279903,115.132969
accident,medium,249.706893,84.885808,128.235894
accident,medium,249.838575,113.629904,127.507270
accident,medium,247.890143,145.247766,115.677769
accident,medium,249.433521,153.279964,104.336499
accident,medium,248.807346,93.994038,138.501666
accident,medium,247.447630,98.998717,144.813311
accident,medium,247.654321,86.845590,148.967115
accident,medium,248.869135,103.196170,143.233099
accident,medium,249.215791,113.708863,124.587866
accident,medium,249.454667,153.741749,111.311056
accident,medium,249.614724,109.087154,121.129913
accident,medium,249.594699,90.750491,125.686690
accident,small,251.658266,119.576241,114.434397
accident,small,250.590264,105.517091,130.124364
accident,small,250.371780,92.507382,124.525771
accident,small,250.645492,102.292826,121.792384
accident,small,251.246236,103.098467,117.170299
bomb,medium,250.768343,104.940418,153.720012
bomb,medium,250.301414,103.212872,170.949860
bomb,medium,250.587432,109.390566,169.158947
bomb,medium,250.120107,109.194888,174.086137
bomb,medium,250.965898,84.754246,148.388989
bomb,large,249.748821,102.490380,179.354547
bomb,large,249.010313,118.237344,184.692021
bomb,large,248.897237,100.478061,170.652496
bomb,large,248.245402,109.203578,171.598385
bomb,large,246.685012,100.898929,176.334348
bomb,medium,251.459518,96.379256,165.368324
bomb,medium,251.616333,110.700848,131.761697
bomb,medium,251.415026,109.896552,149.071682
bomb,medium,251.611000,111.045445,169.634003
bomb,medium,251.380761,98.251182,160.315012
bomb,medium,252.474741,118.394161,177.033387
bomb,medium,252.432453,112.802628,178.012740
bomb,medium,253.017833,102.239494,149.577125
bomb,medium,251.629126,105.532882,162.171458
bomb,medium,251.387869,102.031488,169.610953
bomb,medium,250.994429,109.154306,139.733961
bomb,medium,251.445918,95.051049,170.920806
bomb,medium,251.465922,119.392392,144.596940
bomb,medium,251.384984,119.634325,147.077763
bomb,medium,251.283798,120.867965,132.420635
bomb,medium,251.495152,102.247689,160.157640
bomb,medium,251.997531,87.784458,164.314927
bomb,medium,251.265117,101.332284,158.583696
bomb,medium,249.563216,90.631584,161.456673
bomb,medium,250.374227,110.581134,124.368894
bomb,medium,252.170632,109.018558,160.938511
bomb,medium,252.221716,103.646154,193.464957
bomb,medium,251.552086,86.464986,168.093881
bomb,medium,251.159600,114.805075,144.310265
bomb,medium,251.546499,75.660714,152.770320
bomb,large,250.576383,129.868368,122.636637
bomb,large,250.594327,119.841893,195.712709
bomb,large,249.293439,110.770329,99.278088
bomb,large,249.679583,122.717442,178.577261
bomb,large,249.302112,119.412251,151.768173
bomb,small,253.530864,98.065401,122.845992
bomb,small,253.163580,110.585691,154.646977
bomb,small,253.160341,101.880372,145.804202
bomb,small,253.595112,105.407820,140.204405
bomb,small,252.633451,72.757903,140.729312
bomb,small,252.833748,100.493124,137.845338
bomb,small,252.956950,115.870234,134.982780
bomb,small,253.413182,109.186371,142.543021
bomb,small,253.084048,117.351010,159.312098
bomb,small,252.777022,105.772324,125.910427
bomb,medium,251.852009,128.166133,168.703991
bomb,medium,252.400144,117.726186,153.933309
bomb,medium,251.355062,106.847012,149.063064
bomb,medium,251.561894,117.629343,163.361197
bomb,medium,251.400273,110.506800,135.605851
bomb,medium,253.011795,116.402318,135.704269
bomb,medium,253.219490,129.428732,136.095118
bomb,medium,253.878137,125.219544,140.824261
bomb,medium,253.487630,118.025526,136.174321
bomb,medium,253.158226,115.906540,142.258430
bomb,medium,253.068279,118.138991,84.096351
bomb,medium,253.281258,118.250396,126.028536
bomb,medium,252.690498,116.955989,122.702067
bomb,medium,252.692288,130.205353,96.244769
bomb,medium,252.605694,115.423670,120.699756
bomb,medium,252.973947,123.945953,129.251051
bomb,medium,253.438935,128.141538,120.415974
bomb,medium,253.248138,128.698687,115.206872
bomb,medium,253.109312,122.760121,124.421780
bomb,medium,253.134399,129.312544,116.354359
bomb,large,250.721419,108.243288,170.254440
bomb,large,250.652630,117.716765,115.214351
bomb,large,250.256274,112.240319,134.613136
